,Premise 1,Premise 2,Premise 3,Conclusion,Argument Group,Phenomenon,Dataset,GPT-3.5,GPT-4
5623,robin,,,canary,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5624,wood louse,,,butterfly,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5625,motorbike,,,go-cart,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5626,plough,,,rope,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5627,pullover,,,shorts,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5628,bass guitar,,,cymbals,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,30.0
5629,heron,,,falcon,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,70.0
5630,airplane,,,car,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,70.0
5631,dungarees,,,shoes,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5632,submarine,,,tram,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,30.0
5633,van,,,submarine,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5634,robin,,,penguin,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5635,file,,,hammer,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5636,cuckoo,,,ostrich,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5637,knuckle dusters,,,club,High,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,65.0
5638,axe,,,hammer,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,85.0
5639,knuckle dusters,,,dagger,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5640,jeep,,,(hot air) balloon,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5641,carriage,,,airplane,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,30.0
5642,oilcan,,,plane,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5643,drum,,,organ,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,50.0
5644,herring,,,cod,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5645,ant,,,bumblebee,High,Premise-Conclusion Similarity,Giallanza Phenomena,50.0,70.0
5646,magpie,,,owl,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,70.0
5647,dragonfly,,,fly,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5648,harp,,,piano,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,70.0
5649,hat,,,shirt,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,40.0
5650,place mat,,,glass,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,30.0
5651,hedgehog,,,bison,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,25.0
5652,synthesizer,,,harmonica,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5653,grinding disc,,,wheelbarrow,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5654,penguin,,,cuckoo,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,50.0
5655,squirrel,,,wolf,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,60.0
5656,swordfish,,,herring,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5657,hovercraft,,,bus,High,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,30.0
5658,cod,,,herring,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5659,vulture,,,robin,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,70.0
5660,pheasant,,,penguin,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5661,dragonfly,,,louse,High,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,40.0
5662,trout,,,dolphin,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5663,sperm whale,,,cod,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5664,lizard,,,dinosaur,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5665,parrot,,,swan,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5666,knuckle dusters,,,bazooka,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,10.0
5667,lawn mower,,,adjustable spanner,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,30.0
5668,wasp,,,leech,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5669,grinding disc,,,plough,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5670,eagle,,,magpie,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,70.0
5671,chickadee,,,falcon,High,Premise-Conclusion Similarity,Giallanza Phenomena,30.0,70.0
5672,ray,,,squid,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5673,dromedary,,,kangaroo,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5674,vacuum cleaner,,,wire brush,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,30.0
5675,pants,,,sweater,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,40.0
5676,pan flute,,,banjo,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5677,salamander,,,alligator,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,45.0
5678,chickadee,,,falcon,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,70.0
5679,frog,,,iguana,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5680,trout,,,swordfish,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,70.0
5681,top,,,sweater,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,70.0
5682,organ,,,trombone,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,20.0
5683,mosquito,,,fly,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5684,hippopotamus,,,donkey,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5685,boots,,,bra,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,20.0
5686,clamp,,,crowbar,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5687,goldfish,,,flatfish,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5688,python,,,tortoise,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,25.0
5689,toad,,,salamander,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5690,sparrow,,,robin,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,90.0
5691,rooster,,,parakeet,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5692,harpsichord,,,triangle,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,30.0
5693,canary,,,rooster,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,70.0
5694,mittens,,,cap,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5695,knuckle dusters,,,bazooka,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,20.0
5696,swordfish,,,carp,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5697,paint brush,,,level,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,30.0
5698,triangle,,,saxophone,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,5.0
5699,eagle,,,pheasant,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5700,elephant,,,bat,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,25.0
5701,earwig,,,wasp,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5702,microwave oven,,,wok,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,30.0
5703,tortoise,,,crocodile,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,60.0
5704,blackbird,,,seagull,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5705,plane,,,shovel,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5706,bass guitar,,,trumpet,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,30.0
5707,crocodile,,,caiman,High,Premise-Conclusion Similarity,Giallanza Phenomena,95.0,90.0
5708,cart,,,tram,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5709,dress,,,pullover,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5710,monkey,,,horse,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5711,nail,,,shovel,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5712,cymbals,,,flute,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5713,airplane,,,hovercraft,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5714,fly,,,ladybug,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5715,double barrelled shotgun,,,pistol,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,60.0
5716,pistol,,,club,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,30.0
5717,scooter,,,carriage,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5718,carriage,,,kick scooter,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,45.0
5719,cello,,,saxophone,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,50.0
5720,microwave oven,,,spatula,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,20.0
5721,bat,,,llama,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,25.0
5722,earwig,,,beetle,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5723,toaster,,,fork,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5724,organ,,,tambourine,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5725,mosquito,,,flee,High,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,85.0
5726,ladybug,,,fruit fly,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5727,sheep,,,llama,Low,Premise-Conclusion Similarity,Giallanza Phenomena,50.0,85.0
5728,stick,,,pistol,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5729,panties,,,boots,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5730,banjo,,,pan flute,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5731,pike,,,eel,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5732,ray,,,whale,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5733,sweater,,,dungarees,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,60.0
5734,eagle,,,chickadee,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,70.0
5735,beanie,,,coat,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5736,tortoise,,,alligator,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,50.0
5737,bison,,,beaver,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5738,synthesizer,,,piano,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5739,panties,,,mittens,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,25.0
5740,wheelbarrow,,,tongs,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,25.0
5741,bus,,,submarine,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5742,spider,,,bee,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5743,parakeet,,,sparrow,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,85.0
5744,chisel,,,vacuum cleaner,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5745,tank,,,bazooka,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5746,violin,,,saxophone,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,60.0
5747,owl,,,parakeet,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,70.0
5748,cat,,,wolf,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5749,axe,,,wrench,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5750,accordion,,,flute,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,40.0
5751,motorbike,,,boat,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5752,bow,,,club,High,Premise-Conclusion Similarity,Giallanza Phenomena,50.0,40.0
5753,tractor,,,helicopter,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5754,crocodile,,,lizard,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,70.0
5755,level,,,file,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5756,blouse,,,pullover,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5757,magpie,,,crow,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,90.0
5758,goldfish,,,ray,High,Premise-Conclusion Similarity,Giallanza Phenomena,50.0,65.0
5759,anchovy,,,piranha,High,Premise-Conclusion Similarity,Giallanza Phenomena,50.0,70.0
5760,plough,,,level,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5761,sole,,,cod,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5762,helicopter,,,bicycle,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5763,stove,,,mixer,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,65.0
5764,tiger,,,bat,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5765,vacuum cleaner,,,saw,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5766,turtle,,,toad,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,45.0
5767,violin,,,harpsichord,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5768,tortoise,,,cobra,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5769,pelican,,,owl,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,70.0
5770,tractor,,,zeppelin,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5771,sperm whale,,,sardine,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5772,percolator,,,pan,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5773,elephant,,,dromedary,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5774,nail,,,vacuum cleaner,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,20.0
5775,tank,,,dagger,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5776,giraffe,,,cow,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5777,fruit fly,,,earwig,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5778,tractor,,,scooter,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,45.0
5779,llama,,,zebra,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5780,taxi,,,train,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,30.0
5781,earwig,,,ant,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5782,knife,,,kettle,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5783,orca,,,cod,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5784,tie,,,t-shirt,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5785,trout,,,pike,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5786,spider,,,fruit fly,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5787,hamster,,,llama,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,35.0
5788,knife,,,teaspoon,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5789,synthesizer,,,trumpet,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5790,spatula,,,microwave oven,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5791,mug,,,spatula,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5792,hat,,,panties,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5793,lizard,,,turtle,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5794,violin,,,bassoon,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5795,tie,,,top,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,40.0
5796,bazooka,,,pistol,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,70.0
5797,kangaroo,,,horse,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5798,violin,,,drum set,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,40.0
5799,sperm whale,,,plaice,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5800,swordfish,,,pike,High,Premise-Conclusion Similarity,Giallanza Phenomena,50.0,70.0
5801,scooter,,,zeppelin,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,20.0
5802,moth,,,dragonfly,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5803,socks,,,pants,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5804,chameleon,,,turtle,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5805,duck,,,falcon,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,70.0
5806,rocket,,,zeppelin,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,40.0
5807,kick scooter,,,tram,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,25.0
5808,lion,,,kangaroo,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,50.0
5809,whale,,,trout,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,50.0
5810,cricket,,,wood louse,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5811,fox,,,monkey,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5812,flee,,,ant,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5813,frog,,,crocodile,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,60.0
5814,parrot,,,sparrow,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,70.0
5815,alligator,,,chameleon,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5816,flee,,,wood louse,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5817,pan flute,,,harp,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5818,belt,,,boots,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,65.0
5819,axe,,,level,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,40.0
5820,helicopter,,,car,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5821,violin,,,guitar,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5822,coat,,,hat,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5823,sardine,,,salmon,High,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,85.0
5824,panties,,,shorts,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5825,subway train,,,van,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5826,pelican,,,chickadee,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5827,jeep,,,rocket,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5828,deer,,,monkey,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5829,duck,,,parrot,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,70.0
5830,swan,,,blackbird,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,65.0
5831,clarinet,,,violin,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,40.0
5832,swallow,,,chickadee,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,85.0
5833,stickleback,,,pike,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5834,triangle,,,trombone,Low,Premise-Conclusion Similarity,Giallanza Phenomena,5.0,20.0
5835,tiger,,,lion,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,90.0
5836,tank,,,machine gun,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5837,robin,,,magpie,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5838,magpie,,,blackbird,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5839,kettle,,,toaster,Low,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,65.0
5840,swordfish,,,sardine,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
5841,frog,,,monitor lizard,Low,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,60.0
5842,slingshot,,,stick,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5843,gecko,,,caiman,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,45.0
5844,alligator,,,salamander,Low,Premise-Conclusion Similarity,Giallanza Phenomena,20.0,65.0
5845,robin,,,falcon,High,Premise-Conclusion Similarity,Giallanza Phenomena,60.0,85.0
5846,dungarees,,,shoes,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5847,canary,,,peacock,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,70.0
5848,earwig,,,leech,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5849,mosquito,,,earwig,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,60.0
5850,oilcan,,,hammer,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5851,toaster,,,microwave oven,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5852,dromedary,,,fox,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,30.0
5853,crow,,,woodpecker,High,Premise-Conclusion Similarity,Giallanza Phenomena,90.0,70.0
5854,sperm whale,,,trout,High,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,40.0
5855,t-shirt,,,mittens,Low,Premise-Conclusion Similarity,Giallanza Phenomena,10.0,60.0
